number,label,status,composite,computational_handle,counterexample_reachable,accessibility,depth_required,problem_type,attack_vector,rationale,statement
940,#940,open,62.0,4,2,4,2,existence,"For small r (e.g., r=3), enumerate r-powerful numbers up to N, compute all sums of at most r of them, and measure density of gaps to gather evidence for both questions.","The objects (r-powerful numbers, their sums) are elementary to define and enumerate computationally. However, the problem has two layered questions—both likely hard asymptotically—so computation can give strong heuristic evidence but not resolution.",Let $r \geq 3$. A number $n$ is $r$-powerful if for every prime $p$ which divides $n$ we have $p^r \mid n$. Are there infinitely many integers which are not the sum of at most $r$ many $r$-powerful numbers? Does the set of integers which are the sum of at most $r$ $r$-powerful numbers have density $0$?
950,#950,open,62.0,4,2,4,2,other,"Compute f(n) for n up to 10^7 (primes p < n, sum 1/(n-p)), plot liminf/limsup behavior and growth rate vs log log n","The objects are elementary (primes, harmonic-style sums) and direct computation is feasible for moderate n, giving strong numerical evidence for or against the conjectured bounds. However, the liminf/limsup and o(log log n) claims are asymptotic in nature, so computation informs but cannot resolve them.",Let $f(n) = \sum_{p<n} \frac{1}{n-p}$. Is it true that $\liminf f(n) = 1$ and $\limsup f(n) = \infty$? Is it true that $f(n) = o(\log \log n)$ for all $n$?
962,#962,open,62.0,4,2,4,2,asymptotic,"Write code to compute k(n) exactly for n up to 10^7: for each m, find the longest run of consecutive integers each divisible by a prime exceeding the run length, then plot log k(n) vs log log n to check the conjectured (log n)^(1/2) growth.","The objects are elementary (integers, primes, divisibility) and k(n) is directly computable for moderate n, making numerical experiments quite feasible. However, confirming or refuting the asymptotic bound (log n)^(1/2+o(1)} requires understanding rare extremal configurations, so experiments can inform but not resolve the conjecture.","Let $k(n)$ be the maximal $k$ such that there exists $m \leq n$ such that each of the integers $$m+1, \ldots, m+k$$ are divisible by at least one prime $> k$. Estimate $k(n)$ - in particular, is it true that $$\log k(n) \leq (\log n)^{1/2+o(1)}?$$"
979,#979,open,62.0,4,2,4,2,universal,"Compute f_k(n) for k=2,3 over large ranges of even/odd n and show f_k(n) grows; cite circle method heuristics giving f_k(n) ~ C*n^{k-1}/(log n)^k","The objects are elementary (primes, sums, counting), and for fixed k the Hardy-Littlewood circle method strongly predicts f_k(n) → ∞, making this computationally verifiable for small k. However, proving limsup = ∞ rigorously likely requires analytic number theory beyond elementary techniques, so it remains open despite strong evidence.","Let $k \geq 2$, and let $f_k(n)$ count the number of solutions to $$n = p_1 + \cdots + p_k,$$ where the $p_i$ are prime numbers. Is it true that $\limsup f_k(n) = \infty$?"
1052,#1052,open,62.0,4,2,4,2,universal,"Enumerate unitary perfect numbers up to large bound (10^12+) by iterating over squarefree parts and prime power factorizations; check if new ones exist beyond known examples (6, 60, 90, 87360).","Unitary divisors and unitary perfect numbers are elementary to define and compute, and the four known examples are small, making computational verification easy. However, proving finiteness or finding a new example likely requires structural insight into the multiplicative constraints, so depth is needed for resolution.","A unitary divisor of $n$ is $d \mid n$ such that $(d, n/d) = 1$. A number $n \geq 1$ is a unitary perfect number if it is the sum of its unitary divisors (aside from $n$ itself). Are there only finitely many unitary perfect numbers?"
1054,#1054,open,62.0,4,2,4,2,asymptotic,"For each n up to ~10000, search m < C*n for some large C and check if any prefix of sorted divisors of m sums to n; plot f(n)/n to detect growth patterns","Objects are elementary (divisors, sums) and small cases are directly computable by iterating over m and its sorted divisors. However, the question is asymptotic (o(n) or limsup infinite), so computation informs but cannot resolve it; detecting whether f(n)/n is bounded requires either finding very large f(n)/n values or a proof.","Let $f(n)$ be the minimal integer $m$ such that $n$ is the sum of the $k$ smallest divisors of $m$ for some $k \geq 1$. Is it true that $f(n) = o(n)$? Or is this true only for almost all $n$, and $\limsup f(n)/n = \infty$?"
1055,#1055,open,62.0,4,2,4,2,other,"Write code to classify primes by class iteratively: class 1 = primes p where p+1 has only factors 2,3; class r = primes where all prime factors of p+1 are class <=r-1 with one exactly r-1. Compute p_r for small r and tabulate p_r^{1/r}.","The objects are elementary (primes, divisibility, recursive classification) and small cases are fully computable, making experimental data on p_r easy to generate. However, proving infinitely many primes in each class likely requires deep sieve methods, so computation informs but cannot resolve the problem.","A prime $p$ is in class 1 if the only prime divisors of $p + 1$ are 2 or 3. In general, a prime $p$ is in class $r$ if every prime factor of $p + 1$ is in some class $\leq r - 1$, with equality for at least one prime factor. Are there infinitely many primes in each class? If $p_r$ is the least prime in class $r$, then how does $p_r^{1/r}$ behave?"
1060,#1060,open,62.0,4,2,4,2,universal,Compute f(n) for all n up to 10^7 by iterating k and computing k*sigma(k); plot max f(n) vs log n to test polynomial vs subpolynomial growth,"The objects are elementary (sigma function, divisor counting) and small cases are directly computable, making experimental exploration straightforward. However, proving any bound requires analytic number theory about multiplicative functions, and finding a counterexample to the o(1/log log n) exponent bound seems unlikely via finite search alone.","Let $f(n)$ count the number of solutions to $k\sigma(k) = n$, where $\sigma(k)$ is the sum of divisors of $k$. Is it true that $f(n) \le n^{o(\frac{1}{\log \log n})}$? Perhaps even $\le (\log n)^{O(1)}$?"
1072,#1072,open,62.0,4,2,4,2,universal,Compute f(p) for all primes up to 10^6 or beyond: check frequency of f(p)=p-1 (Wilson primes analog) and plot f(p)/p distribution to test the asymptotic claim empirically.,"Objects are elementary (primes, factorials, modular arithmetic) and f(p) is directly computable for each prime, giving strong statistical evidence about both questions. However, proving either claim likely requires deep analytic number theory about distribution of Wilson quotients/factorial residues, so depth required is high.","For any prime $p$, let $f(p)$ be the least integer such that $f(p)! + 1 \equiv 0 \pmod{p}$. Is it true that there are infinitely many $p$ for which $f(p) = p - 1$? Is it true that $f(p)/p \to 0$ for almost all $p$?"
1106,#1106,open,62.0,4,2,4,2,universal,"Compute p(k) for k=1..N, factor each, collect distinct prime factors, plot F(n) vs n to verify growth and compare to n","Objects are elementary (partition numbers and prime factors), and F(n) can be computed directly for moderate n using known p(k) values and factorizations. However, proving F(n)→∞ or F(n)>n likely requires deep analytic number theory about prime factors of partition values, so computation only provides evidence.",Let $p(n)$ denote the partition function of $n$ and let $F(n)$ count the number of distinct prime factors of $\prod_{1 \leq k \leq n} p(k)$. Does $F(n) \to \infty$ with $n$? Is $F(n) > n$ for all sufficiently large $n$?
326,seq326,,62.0,4,2,4,2,existence,"Fix a specific irrational ratio (e.g., alpha=1, beta=sqrt(2)) and computationally check representability of all n up to 10^4 or 10^5 using BFS/DP over subset sums of the two sequences.","The objects are elementary (floors of geometric sequences, subset sums) and small cases are directly computable, making experimental verification feasible for specific parameter choices. However, proving completeness or finding a counterexample likely requires analytic number theory about the distribution of floor-of-geometric sequences, so depth is needed beyond experiments.","Let $\alpha, \beta \in \mathbb{R}_{>0}$ such that $\alpha/\beta$ is irrational. Is the multiset \[ \{\lfloor\alpha\rfloor, \lfloor 2\alpha\rfloor, \lfloor 4\alpha\rfloor, \ldots\} \cup \{\lfloor\beta\rfloor, \lfloor 2\beta\rfloor, \lfloor 4\beta\rfloor, \ldots\} \] complete? That is, can all sufficiently large natural numbers $n$ be written as \[ n = \sum_{s \in S} \lfloor 2^s \alpha \rfloor + \sum_{t \in T} \lfloor 2^t \beta \rfloor \] for some finite $S, T \subset \mathbb{N}$?"
329,seq329,open,62.0,4,2,4,2,universal,"Simulate the sequence generation for many steps, track which integers appear up to N, compute density empirically to see if it converges to a positive value or zero",The sequence is elementarily defined and easily computable; one can simulate many generations and measure density up to large N. However settling the asymptotic density question rigorously requires analytic/multiplicative number theory beyond computation alone.,"Let $a_1 = 2$ and $a_2 = 3$ and continue the sequence by appending to $a_1, \ldots, a_n$ all possible values of $a_i a_j - 1$ with $i \neq j$. Is it true that the set of integers which eventually appear has positive density?"
334,seq334,,62.0,4,2,4,2,asymptotic,"For small N, enumerate maximal subsets A of {1..N} where all pairwise sums a+b (including 2a) are squarefree; compute f(N) for N up to ~1000 and fit growth rate to distinguish polynomial vs subpolynomial.","The objects are elementary (integers, squarefree numbers, sumsets) and small cases are directly computable by exhaustive or greedy search. However, the core question is asymptotic growth, so computation strongly informs but cannot settle the problem; distinguishing N^{o(1)} from N^{1/2} behavior likely requires theoretical insight about distribution of squarefrees in sumsets.","Let $f(N)$ be the size of the largest subset $A \subseteq \{1,\ldots,N\}$ such that every $n \in A + A$ is squarefree. Estimate $f(N)$. In particular, is it true that $f(N) < N^{o(1)}$ or even $f(N) \ll N^{1/2-\epsilon}$ for some $\epsilon > 0$?"
